1.476334e+01,-5.576544e-01,-4.097983e+00,-1.688036e+01,7.031864e+00,-1.289192e+01,3.018981e+01,2.126572e+00,-1.392296e+01,-3.939239e+01,3.375662e+01,6.241388e+01,7.722490e+02,0,0,1.476334e+01,5.576544e-01,4.097983e+00,-1.978737e+01,2.806607e+00,-1.531387e+01,2.298465e+01,-2.959392e+00,-1.927304e+01,-6.860270e+01,1.916726e+01,9.906397e+01,7.993232e+02,0,0
1.476334e+01,-5.576544e-01,-4.097983e+00,-1.716665e+01,7.318419e+00,-1.285680e+01,2.996204e+01,2.795335e+00,-1.420480e+01,-3.994687e+01,3.320274e+01,6.162783e+01,7.705179e+02,0,0,1.476334e+01,5.576544e-01,4.097983e+00,-2.130897e+01,2.903385e+00,-1.435786e+01,2.306378e+01,-2.587726e+00,-1.932135e+01,-6.627155e+01,1.876288e+01,9.758767e+01,7.975457e+02,0,0
1.649452e+01,-4.431034e-01,-4.637732e+00,-1.661489e+01,8.784600e+00,-1.333912e+01,2.958744e+01,3.392355e+00,-1.534944e+01,-4.050636e+01,3.378326e+01,5.898465e+01,7.691429e+02,0,0,1.649452e+01,4.431034e-01,4.637732e+00,-1.997830e+01,2.938206e+00,-1.623191e+01,2.227374e+01,-3.198869e+00,-1.956353e+01,-6.958162e+01,1.924875e+01,9.831808e+01,8.001607e+02,0,0
1.649452e+01,-4.431034e-01,-4.637732e+00,-1.668027e+01,8.648154e+00,-1.334751e+01,2.958744e+01,3.392355e+00,-1.534944e+01,-4.036589e+01,3.388148e+01,5.885461e+01,7.678870e+02,0,0,1.649452e+01,4.431034e-01,4.637732e+00,-1.982998e+01,2.658441e+00,-1.630455e+01,2.245941e+01,-3.083483e+00,-1.983920e+01,-6.897360e+01,1.918454e+01,9.855183e+01,8.001163e+02,0,0
1.601616e+01,-1.012054e+00,-4.769583e+00,-1.694355e+01,9.151237e+00,-1.274415e+01,3.022896e+01,3.899755e+00,-1.504217e+01,-3.978891e+01,3.325096e+01,5.713001e+01,7.652065e+02,0,0,1.601616e+01,1.012054e+00,4.769583e+00,-1.961709e+01,2.630821e+00,-1.605734e+01,2.265493e+01,-3.163592e+00,-1.967474e+01,-6.988022e+01,1.929665e+01,9.948637e+01,8.003572e+02,0,0
1.602718e+01,-1.577040e+00,-4.875874e+00,-1.657983e+01,9.162986e+00,-1.308694e+01,3.020847e+01,4.328540e+00,-1.579792e+01,-3.893673e+01,3.322758e+01,5.735048e+01,7.638063e+02,0,0,1.602718e+01,1.577040e+00,4.875874e+00,-1.899775e+01,2.434835e+00,-1.599227e+01,2.275957e+01,-3.984050e+00,-1.974100e+01,-7.116876e+01,1.967749e+01,1.011202e+02,8.012660e+02,0,0
1.528339e+01,-2.240127e+00,-4.404331e+00,-1.686555e+01,8.289848e+00,-1.252964e+01,3.086621e+01,4.250293e+00,-1.495141e+01,-3.708748e+01,3.153948e+01,6.007002e+01,7.627308e+02,0,0,1.528339e+01,2.240127e+00,4.404331e+00,-1.837526e+01,1.495893e+00,-1.710277e+01,2.359363e+01,-4.491764e+00,-1.986250e+01,-7.221691e+01,2.045399e+01,1.008327e+02,8.007996e+02,0,0
1.534406e+01,-2.244818e+00,-4.403051e+00,-1.694028e+01,8.114243e+00,-1.116585e+01,3.095461e+01,4.217897e+00,-1.519450e+01,-3.749573e+01,3.152686e+01,6.111592e+01,7.635883e+02,0,0,1.534406e+01,2.244818e+00,4.403051e+00,-1.883260e+01,1.263556e+00,-1.732519e+01,2.358925e+01,-4.517102e+00,-1.991795e+01,-7.202648e+01,2.049938e+01,1.008653e+02,8.007157e+02,0,0
1.476843e+01,-2.249979e+00,-4.423583e+00,-1.762896e+01,7.625122e+00,-1.237236e+01,3.096643e+01,4.510968e+00,-1.470059e+01,-3.701772e+01,3.095260e+01,6.156304e+01,7.631651e+02,0,0,1.476843e+01,2.249979e+00,4.423583e+00,-1.954115e+01,7.563970e-01,-1.703731e+01,2.334292e+01,-4.291232e+00,-1.943724e+01,-7.042095e+01,1.953538e+01,1.015831e+02,8.002427e+02,0,0
1.475235e+01,-2.248628e+00,-4.418861e+00,-1.782089e+01,7.322400e+00,-1.035260e+01,3.096501e+01,4.514675e+00,-1.468395e+01,-3.683070e+01,3.088054e+01,6.282945e+01,7.636640e+02,0,0,1.475235e+01,2.248628e+00,4.418861e+00,-1.997205e+01,7.123587e-01,-1.694708e+01,2.341506e+01,-4.278333e+00,-1.955951e+01,-7.049779e+01,1.928197e+01,1.029245e+02,7.998581e+02,0,0
1.475235e+01,-2.248628e+00,-4.418861e+00,-1.753629e+01,7.264582e+00,-1.118269e+01,3.095667e+01,4.514813e+00,-1.486834e+01,-3.694959e+01,3.109756e+01,6.339020e+01,7.640280e+02,0,0,1.475235e+01,2.248628e+00,4.418861e+00,-1.971014e+01,1.053387e+00,-1.677523e+01,2.352433e+01,-3.747094e+00,-1.956108e+01,-7.103678e+01,1.921331e+01,1.039709e+02,7.988071e+02,0,0
1.475235e+01,-2.248628e+00,-4.418861e+00,-1.759548e+01,7.129480e+00,-1.133369e+01,3.110469e+01,4.463042e+00,-1.523100e+01,-3.692569e+01,3.090700e+01,6.390750e+01,7.644596e+02,0,0,1.475235e+01,2.248628e+00,4.418861e+00,-1.982906e+01,8.981820e-01,-1.661916e+01,2.337943e+01,-3.709241e+00,-1.925602e+01,-7.118518e+01,1.929880e+01,1.049687e+02,7.974408e+02,0,0
1.479882e+01,-1.688492e+00,-4.310695e+00,-1.807517e+01,6.927792e+00,-1.135965e+01,3.058469e+01,4.537936e+00,-1.518345e+01,-3.747323e+01,3.057956e+01,6.593456e+01,7.628757e+02,0,0,1.479882e+01,1.688492e+00,4.310695e+00,-1.928167e+01,8.405209e-01,-1.658054e+01,2.391825e+01,-3.613964e+00,-1.948460e+01,-6.953803e+01,1.865410e+01,1.050848e+02,7.956969e+02,0,0
1.475235e+01,-2.248628e+00,-4.418861e+00,-1.772170e+01,7.229075e+00,-1.113335e+01,3.128351e+01,5.172078e+00,-1.559886e+01,-3.597711e+01,3.039964e+01,6.434602e+01,7.611314e+02,0,0,1.475235e+01,2.248628e+00,4.418861e+00,-1.995943e+01,8.649008e-01,-1.621312e+01,2.418249e+01,-3.922787e+00,-1.900270e+01,-6.479374e+01,1.664453e+01,9.832980e+01,7.899445e+02,0,0
1.430979e+01,-2.371432e+00,-3.875430e+00,-1.853570e+01,6.542093e+00,-1.149050e+01,3.085503e+01,5.128757e+00,-1.482504e+01,-3.373693e+01,2.892960e+01,6.062379e+01,7.569734e+02,0,0,1.430979e+01,2.371432e+00,3.875430e+00,-2.058921e+01,1.667878e+00,-1.368051e+01,2.489320e+01,-2.411370e+00,-1.838522e+01,-5.462221e+01,1.508624e+01,8.748695e+01,7.803279e+02,0,0
1.406966e+01,-2.350106e+00,-3.840636e+00,-1.876419e+01,5.764778e+00,-1.157532e+01,3.129151e+01,5.056822e+00,-1.453394e+01,-3.028241e+01,2.735171e+01,5.416214e+01,7.514222e+02,0,0,1.406966e+01,2.350106e+00,3.840636e+00,-2.108634e+01,1.346785e+00,-1.185433e+01,2.506034e+01,-1.588717e+00,-1.793295e+01,-4.265900e+01,1.361462e+01,7.460649e+01,7.676779e+02,0,0
1.406966e+01,-2.350106e+00,-3.840636e+00,-1.887947e+01,5.981773e+00,-1.116461e+01,3.143261e+01,5.573306e+00,-1.437950e+01,-2.636640e+01,2.736847e+01,5.001868e+01,7.483510e+02,0,0,1.406966e+01,2.350106e+00,3.840636e+00,-2.138541e+01,1.798827e+00,-1.287355e+01,2.511530e+01,-1.023927e+00,-1.756222e+01,-3.243072e+01,1.263539e+01,6.367731e+01,7.566800e+02,0,0
1.406966e+01,-2.350106e+00,-3.840636e+00,-1.896679e+01,6.537678e+00,-8.884873e+00,3.230029e+01,5.940150e+00,-1.414730e+01,-2.118957e+01,2.778391e+01,4.381589e+01,7.445800e+02,0,0,1.406966e+01,2.350106e+00,3.840636e+00,-2.165215e+01,2.035243e+00,-1.306681e+01,2.516555e+01,-6.556726e-01,-1.779899e+01,-1.997036e+01,1.192244e+01,5.097910e+01,7.439269e+02,0,0
1.406966e+01,-2.350106e+00,-3.840636e+00,-1.922418e+01,6.694519e+00,-9.318748e+00,3.244501e+01,6.438649e+00,-1.381549e+01,-1.627436e+01,2.798676e+01,3.856455e+01,7.391376e+02,0,0,1.406966e+01,2.350106e+00,3.840636e+00,-2.188306e+01,2.146054e+00,-1.199478e+01,2.603760e+01,-2.362925e-01,-1.730777e+01,-7.897794e+00,1.212095e+01,3.829546e+01,7.320112e+02,0,0
1.406966e+01,-2.350106e+00,-3.840636e+00,-1.907557e+01,6.656232e+00,-1.006597e+01,3.316796e+01,6.290340e+00,-1.392915e+01,-1.212634e+01,2.785979e+01,3.381795e+01,7.341544e+02,0,0,1.406966e+01,2.350106e+00,3.840636e+00,-2.225538e+01,2.141695e+00,-1.055784e+01,2.601529e+01,3.191765e-01,-1.679501e+01,4.627163e+00,1.284212e+01,2.556171e+01,7.205427e+02,0,0
1.406966e+01,-2.350106e+00,-3.840636e+00,-1.919254e+01,7.138016e+00,-8.076269e+00,3.362267e+01,6.466824e+00,-1.352905e+01,-6.956113e+00,2.840344e+01,2.848646e+01,7.291284e+02,0,0,1.406966e+01,2.350106e+00,3.840636e+00,-2.284044e+01,2.602203e+00,-1.057647e+01,2.696673e+01,1.264902e+00,-1.652510e+01,1.692622e+01,1.449180e+01,1.321803e+01,7.083655e+02,0,0
